Crop_Name,Soil_Type,Rainfall_Requirement,Temperature_Range,Previous_Crop,Next_Crop,Month_Planted,Month_Harvested,Growth_Duration,Region
Rice,Black,600-1100 mm,28 - 44°C,Millets,Rice,October-December,March-April,161 days,Andhra Pradesh
Tea,Laterite,1500-3000 mm,15 - 35°C,Pulses,Sugarcane,June-July,September-October,180 days,Tamil Nadu
Rice,Alluvial,500-1500 mm,26 - 41°C,Rice,Rice,June-July,September-October,177 days,Uttar Pradesh
Jowar,Black,600-1100 mm,23 - 33°C,Rice,Jowar,March-May,June-July,157 days,Telangana
Maize,Alluvial,500-1500 mm,22 - 34°C,Mustard,Barley,June-July,September-October,163 days,Punjab
Groundnut,Red,400-1000 mm,24 - 42°C,Pulses,Pulses,June-July,September-October,125 days,Andhra Pradesh
Rubber,Laterite,1500-3000 mm,21 - 35°C,Millets,Millets,June-July,September-October,126 days,Tamil Nadu
Vegetables,Alluvial,500-1500 mm,23 - 35°C,Barley,Rice,March-May,June-July,129 days,Punjab
Groundnut,Red,400-1000 mm,16 - 35°C,Millets,Groundnut,March-May,June-July,134 days,Andhra Pradesh
Vegetables,Alluvial,500-1500 mm,17 - 44°C,Wheat,Wheat,June-July,September-October,140 days,Uttar Pradesh
Jowar,Red,400-1000 mm,15 - 36°C,Pulses,Rice,March-May,June-July,131 days,Andhra Pradesh
Sugarcane,Alluvial,500-1500 mm,18 - 40°C,Rice,Cotton,March-May,June-July,156 days,Punjab
Jowar,Red,400-1000 mm,18 - 37°C,Millets,Rice,March-May,June-July,131 days,Andhra Pradesh
Rice,Alluvial,500-1500 mm,24 - 43°C,Bajra,Pulses,June-July,September-October,134 days,Uttar Pradesh
Ragi,Red,400-1000 mm,21 - 32°C,Bajra,Pulses,June-July,September-October,122 days,Uttar Pradesh
Groundnut,Red,400-1000 mm,15 - 33°C,Millets,Millets,June-July,September-October,165 days,Andhra Pradesh
Pulses,Red,400-1000 mm,16 - 35°C,Millets,Groundnut,October-December,March-April,140 days,Tamil Nadu
Groundnut,Red,400-1000 mm,17 - 33°C,Sugarcane,Pulses,October-December,March-April,130 days,Tamil Nadu
Spices,Laterite,1500-3000 mm,27 - 40°C,Pulses,Sugarcane,March-May,June-July,111 days,Tamil Nadu
Sugarcane,Alluvial,500-1500 mm,20 - 40°C,Wheat,Wheat,March-May,June-July,137 days,Punjab
Cotton,Red,400-1000 mm,29 - 45°C,Maize,Groundnut,June-July,September-October,170 days,Andhra Pradesh
Tea,Laterite,1500-3000 mm,22 - 32°C,Millets,Millets,March-May,June-July,116 days,Tamil Nadu
Pulses,Red,400-1000 mm,17 - 42°C,Rice,Rice,March-May,June-July,180 days,Uttar Pradesh
Sugarcane,Alluvial,500-1500 mm,20 - 33°C,Rice,Maize,March-May,June-July,121 days,Punjab
Rice,Black,600-1100 mm,19 - 37°C,Groundnut,Rice,June-July,September-October,173 days,Andhra Pradesh
Jowar,Black,600-1100 mm,23 - 31°C,Cotton,Jowar,October-December,March-April,146 days,Telangana
Jowar,Black,600-1100 mm,25 - 32°C,Pulses,Ragi,October-December,March-April,135 days,Karnataka
Rice,Black,600-1100 mm,29 - 30°C,Rice,Jowar,March-May,June-July,102 days,Telangana
Sugarcane,Black,600-1100 mm,30 - 34°C,Rice,Bengal Gram,October-December,March-April,125 days,Telangana
Jowar,Red,400-1000 mm,16 - 37°C,Cotton,Jowar,October-December,March-April,115 days,Telangana
Rice,Alluvial,500-1500 mm,27 - 43°C,Barley,Mustard,June-July,September-October,94 days,Punjab
Ragi,Red,400-1000 mm,17 - 32°C,Pulses,Pulses,June-July,September-October,150 days,Andhra Pradesh
Cotton,Red,400-1000 mm,21 - 30°C,Rice,Rice,October-December,March-April,105 days,Telangana
Millets,Red,400-1000 mm,26 - 45°C,Rice,Groundnut,October-December,March-April,172 days,Andhra Pradesh
Groundnut,Black,600-1100 mm,25 - 30°C,Pulses,Groundnut,June-July,September-October,100 days,Andhra Pradesh
Groundnut,Red,400-1000 mm,22 - 45°C,Millets,Groundnut,March-May,June-July,127 days,Andhra Pradesh
Vegetables,Alluvial,500-1500 mm,22 - 41°C,Wheat,Rice,June-July,September-October,155 days,Uttar Pradesh
Sugarcane,Alluvial,500-1500 mm,16 - 45°C,Rice,Bajra,March-May,June-July,180 days,Uttar Pradesh
Millets,Red,400-1000 mm,26 - 34°C,Pulses,Pulses,March-May,June-July,162 days,Karnataka
Spices,Laterite,1500-3000 mm,20 - 43°C,Pulses,Rice,March-May,June-July,130 days,Karnataka
Tea,Laterite,1500-3000 mm,18 - 32°C,Pulses,Sugarcane,March-May,June-July,142 days,Tamil Nadu
Millets,Red,400-1000 mm,26 - 37°C,Jowar,Bengal Gram,June-July,September-October,173 days,Telangana
Maize,Alluvial,500-1500 mm,29 - 36°C,Pulses,Bajra,June-July,September-October,177 days,Uttar Pradesh
Jowar,Black,600-1100 mm,20 - 38°C,Millets,Rice,October-December,March-April,130 days,Andhra Pradesh
Cotton,Red,400-1000 mm,22 - 39°C,Groundnut,Rice,June-July,September-October,179 days,Andhra Pradesh
Maize,Alluvial,500-1500 mm,24 - 35°C,Barley,Cotton,June-July,September-October,115 days,Punjab
Vegetables,Alluvial,500-1500 mm,25 - 37°C,Rice,Rice,March-May,June-July,111 days,Punjab
Groundnut,Black,600-1100 mm,16 - 31°C,Millets,Groundnut,March-May,June-July,136 days,Andhra Pradesh
Groundnut,Black,600-1100 mm,25 - 43°C,Groundnut,Maize,October-December,March-April,141 days,Andhra Pradesh
Jowar,Black,600-1100 mm,30 - 40°C,Pulses,Groundnut,March-May,June-July,164 days,Andhra Pradesh
Pulses,Red,400-1000 mm,25 - 36°C,Groundnut,Rice,March-May,June-July,118 days,Andhra Pradesh
Sugarcane,Alluvial,500-1500 mm,29 - 41°C,Maize,Maize,March-May,June-July,178 days,Punjab
Rice,Black,600-1100 mm,18 - 37°C,Maize,Maize,March-May,June-July,161 days,Andhra Pradesh
Pulses,Red,400-1000 mm,30 - 43°C,Rice,Groundnut,October-December,March-April,112 days,Tamil Nadu
Rubber,Laterite,1500-3000 mm,24 - 36°C,Groundnut,Millets,June-July,September-October,90 days,Tamil Nadu
Cotton,Red,400-1000 mm,23 - 42°C,Groundnut,Jowar,October-December,March-April,172 days,Karnataka
Millets,Red,400-1000 mm,15 - 38°C,Rice,Millets,March-May,June-July,112 days,Andhra Pradesh
Cotton,Red,400-1000 mm,16 - 43°C,Rice,Pulses,June-July,September-October,173 days,Tamil Nadu
Sugarcane,Alluvial,500-1500 mm,15 - 41°C,Barley,Maize,March-May,June-July,152 days,Punjab
Millets,Red,400-1000 mm,15 - 39°C,Rice,Pulses,June-July,September-October,154 days,Tamil Nadu
Jowar,Red,400-1000 mm,27 - 36°C,Rice,Jowar,October-December,March-April,157 days,Telangana
Groundnut,Red,400-1000 mm,22 - 43°C,Ragi,Ragi,June-July,September-October,151 days,Karnataka
Coffee,Laterite,1500-3000 mm,28 - 37°C,Pulses,Rice,June-July,September-October,141 days,Tamil Nadu
Millets,Red,400-1000 mm,19 - 37°C,Groundnut,Maize,October-December,March-April,117 days,Andhra Pradesh
Spices,Laterite,1500-3000 mm,26 - 39°C,Jowar,Groundnut,March-May,June-July,143 days,Karnataka
Spices,Laterite,1500-3000 mm,24 - 44°C,Millets,Groundnut,October-December,March-April,175 days,Tamil Nadu
Groundnut,Black,600-1100 mm,20 - 44°C,Jowar,Red Gram,March-May,June-July,170 days,Telangana
Rice,Alluvial,500-1500 mm,17 - 36°C,Maize,Rice,June-July,September-October,141 days,Punjab
Tea,Laterite,1500-3000 mm,28 - 34°C,Groundnut,Millets,June-July,September-October,155 days,Tamil Nadu
Pulses,Red,400-1000 mm,18 - 31°C,Barley,Pulses,March-May,June-July,154 days,Uttar Pradesh
Pulses,Red,400-1000 mm,23 - 38°C,Bajra,Barley,June-July,September-October,142 days,Uttar Pradesh
Vegetables,Alluvial,500-1500 mm,21 - 35°C,Cotton,Mustard,March-May,June-July,153 days,Punjab
Rice,Alluvial,500-1500 mm,22 - 36°C,Mustard,Rice,June-July,September-October,122 days,Punjab
Coffee,Laterite,1500-3000 mm,17 - 39°C,Pulses,Pulses,October-December,March-April,157 days,Karnataka
Spices,Laterite,1500-3000 mm,28 - 34°C,Rice,Wheat,March-May,June-July,99 days,Karnataka
Pulses,Red,400-1000 mm,16 - 33°C,Rice,Maize,October-December,March-April,90 days,Andhra Pradesh
Pulses,Red,400-1000 mm,19 - 41°C,Groundnut,Groundnut,October-December,March-April,107 days,Karnataka
Cotton,Red,400-1000 mm,25 - 33°C,Wheat,Pulses,March-May,June-July,144 days,Uttar Pradesh
Vegetables,Alluvial,500-1500 mm,24 - 32°C,Rice,Barley,March-May,June-July,111 days,Punjab
Millets,Red,400-1000 mm,26 - 39°C,Groundnut,Ragi,March-May,June-July,130 days,Karnataka
Cotton,Red,400-1000 mm,17 - 32°C,Sugarcane,Groundnut,March-May,June-July,157 days,Tamil Nadu
Cotton,Red,400-1000 mm,26 - 41°C,Red Gram,Bengal Gram,June-July,September-October,141 days,Telangana
Cotton,Black,600-1100 mm,18 - 44°C,Rice,Bengal Gram,October-December,March-April,105 days,Telangana
Maize,Alluvial,500-1500 mm,16 - 40°C,Maize,Maize,June-July,September-October,132 days,Punjab
Vegetables,Alluvial,500-1500 mm,24 - 43°C,Wheat,Rice,June-July,September-October,143 days,Uttar Pradesh
Rice,Black,600-1100 mm,16 - 35°C,Rice,Pulses,June-July,September-October,107 days,Andhra Pradesh
Groundnut,Red,400-1000 mm,17 - 33°C,Cotton,Bengal Gram,March-May,June-July,100 days,Telangana
Jowar,Red,400-1000 mm,23 - 42°C,Rice,Lentils,June-July,September-October,123 days,Uttar Pradesh
Coffee,Laterite,1500-3000 mm,20 - 45°C,Millets,Groundnut,June-July,September-October,155 days,Tamil Nadu
Pulses,Red,400-1000 mm,23 - 37°C,Pulses,Jowar,October-December,March-April,130 days,Karnataka
Spices,Laterite,1500-3000 mm,28 - 42°C,Groundnut,Groundnut,June-July,September-October,151 days,Tamil Nadu
Rice,Black,600-1100 mm,21 - 42°C,Jowar,Bengal Gram,March-May,June-July,118 days,Telangana
Pulses,Red,400-1000 mm,29 - 33°C,Pulses,Pulses,October-December,March-April,128 days,Tamil Nadu
Rice,Black,600-1100 mm,23 - 43°C,Millets,Maize,March-May,June-July,100 days,Andhra Pradesh
Wheat,Alluvial,500-1500 mm,24 - 31°C,Rice,Cotton,October-December,March-April,153 days,Punjab
Coffee,Laterite,1500-3000 mm,19 - 40°C,Pulses,Groundnut,March-May,June-July,109 days,Tamil Nadu
Sugarcane,Black,600-1100 mm,21 - 45°C,Cotton,Red Gram,March-May,June-July,174 days,Telangana
Millets,Red,400-1000 mm,15 - 44°C,Groundnut,Rice,October-December,March-April,109 days,Andhra Pradesh
Pulses,Red,400-1000 mm,16 - 30°C,Pulses,Pulses,June-July,September-October,97 days,Andhra Pradesh
Rubber,Laterite,1500-3000 mm,28 - 42°C,Groundnut,Groundnut,October-December,March-April,142 days,Tamil Nadu
Cotton,Black,600-1100 mm,20 - 42°C,Red Gram,Cotton,June-July,September-October,157 days,Telangana
Jowar,Red,400-1000 mm,30 - 40°C,Cotton,Jowar,October-December,March-April,109 days,Telangana
Cotton,Red,400-1000 mm,23 - 36°C,Red Gram,Bengal Gram,March-May,June-July,171 days,Telangana
Groundnut,Black,600-1100 mm,16 - 31°C,Rice,Cotton,October-December,March-April,129 days,Telangana
Cotton,Black,600-1100 mm,29 - 36°C,Maize,Millets,March-May,June-July,175 days,Andhra Pradesh
Maize,Alluvial,500-1500 mm,28 - 43°C,Wheat,Barley,June-July,September-October,161 days,Uttar Pradesh
Millets,Red,400-1000 mm,25 - 45°C,Rice,Maize,March-May,June-July,118 days,Andhra Pradesh
Sugarcane,Black,600-1100 mm,21 - 35°C,Maize,Groundnut,March-May,June-July,109 days,Andhra Pradesh
Sugarcane,Alluvial,500-1500 mm,25 - 45°C,Maize,Rice,March-May,June-July,106 days,Punjab
Wheat,Alluvial,500-1500 mm,24 - 39°C,Wheat,Barley,June-July,September-October,174 days,Uttar Pradesh
Millets,Red,400-1000 mm,24 - 33°C,Pulses,Sugarcane,June-July,September-October,115 days,Tamil Nadu
Cashew,Laterite,1500-3000 mm,24 - 33°C,Wheat,Wheat,June-July,September-October,142 days,Karnataka
Groundnut,Black,600-1100 mm,30 - 44°C,Rice,Rice,June-July,September-October,144 days,Karnataka
Wheat,Alluvial,500-1500 mm,18 - 36°C,Barley,Cotton,October-December,March-April,120 days,Punjab
Cashew,Laterite,1500-3000 mm,28 - 45°C,Rice,Pulses,October-December,March-April,145 days,Karnataka
Cotton,Red,400-1000 mm,22 - 31°C,Groundnut,Groundnut,March-May,June-July,161 days,Andhra Pradesh
Jowar,Black,600-1100 mm,19 - 43°C,Jowar,Wheat,March-May,June-July,116 days,Karnataka
Oilseeds,Alluvial,500-1500 mm,27 - 33°C,Wheat,Wheat,June-July,September-October,143 days,Uttar Pradesh
Vegetables,Alluvial,500-1500 mm,21 - 33°C,Cotton,Barley,June-July,September-October,164 days,Punjab
Vegetables,Alluvial,500-1500 mm,19 - 38°C,Rice,Mustard,June-July,September-October,126 days,Punjab
Groundnut,Black,600-1100 mm,24 - 31°C,Groundnut,Wheat,June-July,September-October,139 days,Karnataka
Millets,Red,400-1000 mm,15 - 44°C,Rice,Rice,March-May,June-July,148 days,Karnataka
Cotton,Red,400-1000 mm,30 - 36°C,Bengal Gram,Red Gram,March-May,June-July,147 days,Telangana
Rice,Alluvial,500-1500 mm,20 - 32°C,Lentils,Wheat,June-July,September-October,90 days,Uttar Pradesh
Rice,Black,600-1100 mm,29 - 42°C,Cotton,Cotton,March-May,June-July,111 days,Telangana
Wheat,Alluvial,500-1500 mm,17 - 39°C,Bajra,Rice,October-December,March-April,128 days,Uttar Pradesh
Rice,Alluvial,500-1500 mm,29 - 36°C,Cotton,Cotton,October-December,March-April,150 days,Punjab
Jowar,Red,400-1000 mm,18 - 39°C,Ragi,Pulses,June-July,September-October,125 days,Karnataka
Cotton,Red,400-1000 mm,17 - 38°C,Pulses,Rice,March-May,June-July,164 days,Karnataka
Wheat,Alluvial,500-1500 mm,16 - 34°C,Barley,Mustard,June-July,September-October,106 days,Punjab
Vegetables,Alluvial,500-1500 mm,30 - 41°C,Wheat,Cotton,June-July,September-October,170 days,Punjab
Jowar,Red,400-1000 mm,30 - 39°C,Red Gram,Cotton,March-May,June-July,179 days,Telangana
Rubber,Laterite,1500-3000 mm,24 - 31°C,Pulses,Millets,June-July,September-October,148 days,Tamil Nadu
Spices,Laterite,1500-3000 mm,18 - 31°C,Wheat,Ragi,June-July,September-October,132 days,Karnataka
Jowar,Black,600-1100 mm,18 - 45°C,Rice,Pulses,June-July,September-October,168 days,Andhra Pradesh
Spices,Laterite,1500-3000 mm,19 - 36°C,Ragi,Pulses,October-December,March-April,118 days,Karnataka
Jowar,Red,400-1000 mm,23 - 32°C,Lentils,Wheat,October-December,March-April,160 days,Uttar Pradesh
Groundnut,Red,400-1000 mm,17 - 34°C,Millets,Pulses,June-July,September-October,143 days,Andhra Pradesh
Rice,Black,600-1100 mm,30 - 34°C,Cotton,Cotton,June-July,September-October,138 days,Telangana
Maize,Alluvial,500-1500 mm,22 - 30°C,Barley,Wheat,June-July,September-October,135 days,Punjab
Tea,Laterite,1500-3000 mm,26 - 38°C,Sugarcane,Millets,October-December,March-April,102 days,Tamil Nadu
Groundnut,Red,400-1000 mm,19 - 44°C,Pulses,Groundnut,June-July,September-October,130 days,Andhra Pradesh
Groundnut,Black,600-1100 mm,23 - 36°C,Jowar,Red Gram,October-December,March-April,170 days,Telangana
Cotton,Red,400-1000 mm,21 - 40°C,Red Gram,Jowar,October-December,March-April,164 days,Telangana
Pulses,Red,400-1000 mm,22 - 43°C,Jowar,Wheat,March-May,June-July,177 days,Karnataka
Pulses,Red,400-1000 mm,16 - 30°C,Rice,Wheat,March-May,June-July,108 days,Uttar Pradesh
Wheat,Alluvial,500-1500 mm,19 - 34°C,Wheat,Wheat,October-December,March-April,119 days,Punjab
Rice,Black,600-1100 mm,22 - 38°C,Pulses,Millets,June-July,September-October,100 days,Andhra Pradesh
Spices,Laterite,1500-3000 mm,27 - 31°C,Jowar,Groundnut,March-May,June-July,95 days,Karnataka
Coffee,Laterite,1500-3000 mm,29 - 36°C,Millets,Groundnut,October-December,March-April,166 days,Tamil Nadu
Wheat,Alluvial,500-1500 mm,28 - 36°C,Maize,Cotton,October-December,March-April,179 days,Punjab
Rice,Black,600-1100 mm,25 - 41°C,Rice,Rice,June-July,September-October,145 days,Andhra Pradesh
Rubber,Laterite,1500-3000 mm,16 - 39°C,Wheat,Jowar,October-December,March-April,164 days,Karnataka
Jowar,Black,600-1100 mm,29 - 41°C,Rice,Rice,March-May,June-July,161 days,Karnataka
Millets,Red,400-1000 mm,27 - 44°C,Groundnut,Rice,March-May,June-July,160 days,Tamil Nadu
Jowar,Red,400-1000 mm,17 - 33°C,Groundnut,Jowar,June-July,September-October,173 days,Karnataka
Millets,Red,400-1000 mm,20 - 42°C,Millets,Maize,October-December,March-April,103 days,Andhra Pradesh
Tea,Laterite,1500-3000 mm,29 - 39°C,Pulses,Pulses,March-May,June-July,162 days,Tamil Nadu
Groundnut,Red,400-1000 mm,17 - 36°C,Rice,Rice,June-July,September-October,148 days,Uttar Pradesh
Cotton,Red,400-1000 mm,27 - 45°C,Groundnut,Millets,June-July,September-October,99 days,Tamil Nadu
Rubber,Laterite,1500-3000 mm,16 - 42°C,Groundnut,Pulses,October-December,March-April,160 days,Karnataka
Coffee,Laterite,1500-3000 mm,30 - 36°C,Millets,Groundnut,March-May,June-July,94 days,Tamil Nadu
Millets,Red,400-1000 mm,20 - 37°C,Rice,Lentils,October-December,March-April,180 days,Uttar Pradesh
Rice,Alluvial,500-1500 mm,24 - 38°C,Cotton,Maize,June-July,September-October,152 days,Punjab
Rice,Black,600-1100 mm,21 - 31°C,Groundnut,Pulses,June-July,September-October,104 days,Andhra Pradesh
Sugarcane,Alluvial,500-1500 mm,27 - 30°C,Barley,Mustard,October-December,March-April,135 days,Punjab
Groundnut,Black,600-1100 mm,21 - 38°C,Groundnut,Wheat,October-December,March-April,176 days,Karnataka
Millets,Red,400-1000 mm,19 - 31°C,Rice,Groundnut,June-July,September-October,178 days,Tamil Nadu
Vegetables,Alluvial,500-1500 mm,23 - 37°C,Wheat,Mustard,June-July,September-October,92 days,Punjab
Tea,Laterite,1500-3000 mm,30 - 42°C,Millets,Sugarcane,June-July,September-October,167 days,Tamil Nadu
Millets,Red,400-1000 mm,19 - 31°C,Red Gram,Jowar,October-December,March-April,151 days,Telangana
Groundnut,Red,400-1000 mm,15 - 30°C,Barley,Rice,March-May,June-July,105 days,Uttar Pradesh
Ragi,Red,400-1000 mm,22 - 33°C,Rice,Wheat,October-December,March-April,159 days,Karnataka
Rice,Black,600-1100 mm,25 - 40°C,Jowar,Rice,October-December,March-April,149 days,Karnataka
Sugarcane,Alluvial,500-1500 mm,28 - 42°C,Rice,Barley,October-December,March-April,103 days,Punjab
Groundnut,Black,600-1100 mm,17 - 30°C,Bengal Gram,Bengal Gram,March-May,June-July,129 days,Telangana
Pulses,Red,400-1000 mm,16 - 43°C,Wheat,Pulses,October-December,March-April,126 days,Karnataka
Pulses,Red,400-1000 mm,21 - 37°C,Barley,Barley,October-December,March-April,127 days,Uttar Pradesh
Jowar,Black,600-1100 mm,30 - 34°C,Rice,Pulses,March-May,June-July,173 days,Karnataka
Millets,Red,400-1000 mm,20 - 38°C,Pulses,Groundnut,June-July,September-October,141 days,Tamil Nadu
Wheat,Alluvial,500-1500 mm,28 - 38°C,Lentils,Wheat,June-July,September-October,161 days,Uttar Pradesh
Pulses,Red,400-1000 mm,25 - 33°C,Rice,Sugarcane,March-May,June-July,170 days,Tamil Nadu
Sugarcane,Alluvial,500-1500 mm,19 - 37°C,Barley,Maize,March-May,June-July,126 days,Punjab
Rubber,Laterite,1500-3000 mm,15 - 37°C,Pulses,Sugarcane,June-July,September-October,122 days,Tamil Nadu
Maize,Alluvial,500-1500 mm,30 - 42°C,Barley,Pulses,October-December,March-April,140 days,Uttar Pradesh
Jowar,Red,400-1000 mm,18 - 35°C,Lentils,Rice,October-December,March-April,132 days,Uttar Pradesh
Cotton,Red,400-1000 mm,27 - 45°C,Rice,Cotton,March-May,June-July,175 days,Telangana
Jowar,Red,400-1000 mm,21 - 34°C,Maize,Millets,March-May,June-July,93 days,Andhra Pradesh
Oilseeds,Alluvial,500-1500 mm,19 - 44°C,Rice,Pulses,March-May,June-July,133 days,Uttar Pradesh
Pulses,Red,400-1000 mm,16 - 44°C,Ragi,Wheat,March-May,June-July,128 days,Karnataka
Spices,Laterite,1500-3000 mm,19 - 32°C,Groundnut,Ragi,March-May,June-July,92 days,Karnataka
Cashew,Laterite,1500-3000 mm,29 - 38°C,Rice,Rice,October-December,March-April,155 days,Karnataka
Wheat,Alluvial,500-1500 mm,27 - 36°C,Cotton,Cotton,June-July,September-October,155 days,Punjab
Ragi,Red,400-1000 mm,28 - 34°C,Barley,Bajra,October-December,March-April,165 days,Uttar Pradesh
Jowar,Black,600-1100 mm,20 - 45°C,Jowar,Bengal Gram,June-July,September-October,160 days,Telangana
Groundnut,Black,600-1100 mm,23 - 36°C,Pulses,Millets,June-July,September-October,162 days,Andhra Pradesh
Cotton,Black,600-1100 mm,27 - 41°C,Pulses,Groundnut,June-July,September-October,146 days,Andhra Pradesh
Maize,Alluvial,500-1500 mm,17 - 34°C,Barley,Maize,June-July,September-October,178 days,Punjab
Groundnut,Red,400-1000 mm,30 - 43°C,Sugarcane,Sugarcane,October-December,March-April,171 days,Tamil Nadu
Coffee,Laterite,1500-3000 mm,25 - 35°C,Rice,Groundnut,March-May,June-July,135 days,Tamil Nadu
Jowar,Black,600-1100 mm,23 - 36°C,Red Gram,Jowar,October-December,March-April,116 days,Telangana
Pulses,Red,400-1000 mm,21 - 36°C,Millets,Groundnut,March-May,June-July,97 days,Tamil Nadu
Pulses,Red,400-1000 mm,25 - 37°C,Rice,Rice,October-December,March-April,120 days,Tamil Nadu
Vegetables,Alluvial,500-1500 mm,19 - 34°C,Mustard,Barley,March-May,June-July,157 days,Punjab
Rice,Alluvial,500-1500 mm,22 - 39°C,Wheat,Rice,October-December,March-April,101 days,Punjab
Rice,Black,600-1100 mm,21 - 36°C,Jowar,Ragi,March-May,June-July,129 days,Karnataka
Groundnut,Red,400-1000 mm,20 - 45°C,Bengal Gram,Red Gram,October-December,March-April,115 days,Telangana
